,Disease,Combined_Symptoms,Precaution_1,Precaution_2,Precaution_3,Precaution_4
176,Dengue," skin_rash,  chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
177,Dengue," skin_rash,  chills,  joint_pain,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
178,Dengue," skin_rash,  chills,  joint_pain,  vomiting,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
179,Dengue," skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
180,Typhoid," chills,  vomiting,  fatigue,  high_fever,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
181,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
182,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
183,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
184,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
185,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
186,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos)",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
187,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
188,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
189,Typhoid," chills,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
190,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
191,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
192,hepatitis A," vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
193,hepatitis A," joint_pain,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
194,hepatitis A," joint_pain,  vomiting,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
195,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
196,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
197,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
198,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
199,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
200,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
201,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
202,Hepatitis B," fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
203,Hepatitis B,"itching,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
204,Hepatitis B,"itching,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
205,Hepatitis B,"itching,  fatigue,  lethargy,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
206,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
207,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
208,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
209,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
210,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
211,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
212,Hepatitis C," yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
213,Hepatitis C," fatigue,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
214,Hepatitis C," fatigue,  yellowish_skin,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
215,Hepatitis C," fatigue,  yellowish_skin,  nausea,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
216,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
217,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes",Consult nearest hospital,vaccination,eat healthy,medication
218,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
219,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
220,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
221,Hepatitis D," vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
222,Hepatitis D," joint_pain,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
223,Hepatitis D," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
224,Hepatitis D," joint_pain,  vomiting,  fatigue,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
225,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
226,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
227,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
228,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
229,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain",consult doctor,medication,eat healthy,follow up
230,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
231,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
232,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
233,Hepatitis E," vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
234,Hepatitis E," joint_pain,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
235,Hepatitis E," joint_pain,  vomiting,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
236,Hepatitis E," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
237,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
238,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
239,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
240,Alcoholic hepatitis," vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload",stop alcohol consumption,consult doctor,medication,follow up
